Année;Diplôme;situation;Genre;Disciplines;Code du domaine;Domaine;Code de la discipline;Discipline;Sigle;Spécialité;Nombre de réponses;Part des emplois de niveau cadre ou profession intermédiaire;Part des emplois de niveau cadre;Part des emplois stables;Part des emplois à temps plein;Salaire net mensuel médian des emplois à temps plein;Salaire brut annuel estimé;Premier quartile des salaires nets mensuels des emplois à temps plein;Dernier quartile des salaires nets mensuels des emplois à temps plein;Part des diplômés boursiers dans la discipline;Part des femmes;Taux de chômage national;Salaire net mensuel médian national;Code du secteur disciplinaire SISE;Salaire net mensuel national 1er quartile;Salaire net mensuel national 3ème quartile;cle_DISC;Prof. libérale, indépendant, chef d’entreprise;Fonctionnaire;statut_cdi;statut_conspe;CDD;Vacataire;Intérimaire;Intermittent du spectacle;Contrat de professionnalisa tion;Emplois aidés (Contrat Initiative Emploi…);Volontariat international;Vous-même;La fonction publique (d'etat, territoriale ou hospitalière);Une entreprise privée;Une entreprise publique;Une association;Une personne exerçant une profession libérale ou un indépendant;Un particulier;Agriculture, sylviculture et pêche;Industries (manufacturières,  extractives et autres);Construction;Commerce, transports, héberg-ement et restauration;Information et communication;Activités financières et d’assurance;Activités spécialisées, scientifiques et techniques;Activités de services administratifs et de soutien;Enseignement;Administra tion publique (hors ens.);Santé humaine et action sociale;Arts, spectacles et activités récréatives;Autres activités de service;Personnel de catégorie A de la fonction publique;Ingénieur, cadre, prof. libérales, prof. intellectuelles sup;Personnel de catégorie B de la fonction publique;Emploi de niveau intermédiaire : technicien, agent de maîtrise…;Personnel de catégorie C de la fonction publique;Manœuvre, ouvrier;Employé de bureau, de commerce, personnel de service;Taux d’insertion;% emplois extérieurs à la région de l’université
2014;DUT;30 mois après le diplôme;femmes;Sciences, technologies et santé>Ensemble sciences, technologies et santé>Ensemble sciences, technologies et santé;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;219;82;4;60;92;1460;22800;1300;1680;44;;9.3;1870;;1480;2280;disc12_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;95;30
2014;DUT;30 mois après le diplôme;hommes;Sciences, technologies et santé>Ensemble sciences, technologies et santé>Ensemble sciences, technologies et santé;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;800;81;7;73;97;1650;25700;1450;1900;31;;9.3;1870;;1480;2280;disc12_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;88;32
2014;DUT;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de la vie et de la terre>Sciences de la vie et de la terre;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;disc13;Sciences de la vie et de la terre;220;87;4;41;93;1420;22100;1300;1580;40;66;9.3;1870;;1480;2280;disc13_18;2;3;36;;48;0;8;0;2;1;0;;;;;;;;;;;;;;;;;;;;;0;4;24;59;1;2;10;82;39
2016;DUT;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences fondamentales>Sciences fondamentales;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;disc14;Sciences fondamentales;150;86;0;70;99;1600;25000;1400;1900;46;27;8.5;1830;;1450;2180;disc14_30;1;3;66;;18;0;10;0;2;0;0;1;12;70;14;2;0;1;0;60;1;6;0;1;19;2;2;4;0;1;5;0;1;1;84;4;5;5;92;35
2015;DUT;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences fondamentales>Sciences fondamentales;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;disc14;Sciences fondamentales;110;87;4;55;95;1570;24400;1350;1850;37;28;8.6;1865;;1475;2280;disc14_18;0;6;49;;27;0;17;0;1;0;0;;;;;;;;;;;;;;;;;;;;;4;1;1;81;1;5;8;87;25
2013;DUT;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences fondamentales>Sciences fondamentales;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;disc14;Sciences fondamentales;136;86;3;54;99;1520;23700;1300;1770;33;43;9.9;1870;;1490;2280;disc14_18;1;4;53;;24;0;14;0;1;0;1;;;;;;;;;;;;;;;;;;;;;2;1;2;80;5;5;4;79;27
2015;DUT;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Sciences de l'ingénieur;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;disc15;Sciences de l'ingénieur;475;75;4;63;95;1520;23700;1340;1780;33;7;8.6;1865;;1475;2280;disc15_18;1;6;56;;16;1;18;0;1;0;1;;;;;;;;;;;;;;;;;;;;;1;3;3;68;1;15;9;90;30
2015;DUT;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Sciences de l'ingénieur;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;disc15;Sciences de l'ingénieur;475;83;6;72;98;1650;25700;1440;1900;33;7;8.6;1865;;1475;2280;disc15_30;3;6;64;;15;0;9;0;2;0;0;2;11;77;8;1;0;1;1;45;12;9;8;1;9;2;1;8;0;1;5;1;5;3;73;1;10;7;94;30
2016;DUT;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Sciences de l'ingénieur;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;disc15;Sciences de l'ingénieur;507;80;5;66;98;1600;25000;1400;1800;36;10;8.5;1830;;1450;2180;disc15_18;1;3;61;;16;0;16;0;2;0;0;;;;;;;;;;;;;;;;;;;;;1;5;2;72;1;13;7;90;28
2013;DUT;30 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Gestion administrative et commerciale;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;GAC;Gestion administrative et commerciale;41;17;4;65;81;ns;ns;ns;ns;37;65;9.9;1870;;1490;2280;GAC_30;2;2;61;;23;2;0;3;4;3;0;5;17;5;69;4;0;0;;;;;;;;;;;;;;0;4;3;9;8;2;73;80;19
2013;DUT;30 mois après le diplôme;hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Gestion administrative et commerciale;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;GAC;Gestion administrative et commerciale;17;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.9;1870;;1490;2280;GAC_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2014;DUT;30 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Gestion administrative et commerciale;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;GAC;Gestion administrative et commerciale;32;ns;ns;ns;ns;ns;ns;ns;ns;50;55;9.3;1870;;1480;2280;GAC_30;0;7;55;;29;0;4;0;5;0;0;0;25;4;69;0;0;2;0;4;0;51;0;7;1;0;7;18;8;0;4;0;0;4;25;12;0;58;84;ns
2014;DUT;30 mois après le diplôme;femmes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Gestion administrative et commerciale;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;GAC;Gestion administrative et commerciale;18;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.3;1870;;1480;2280;GAC_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2014;DUT;18 mois après le diplôme;hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Gestion administrative et commerciale;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;GAC;Gestion administrative et commerciale;14;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.3;1870;;1480;2280;GAC_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2016;DUT;30 mois après le diplôme;hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>gestion administrative et commerciale des organisations;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;GACO;gestion administrative et commerciale des organisations;18;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.5;1830;;1450;2180;GACO_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2015;DUT;18 mois après le diplôme;femmes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>gestion administrative et commerciale des organisations;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;GACO;gestion administrative et commerciale des organisations;31;ns;ns;50;75;ns;ns;ns;ns;47;;8.6;1865;;1475;2280;GACO_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91;ns
2015;DUT;30 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>gestion administrative et commerciale des organisations;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;GACO;gestion administrative et commerciale des organisations;41;25;2;59;93;ns;ns;ns;ns;44;78;8.6;1865;;1475;2280;GACO_30;4;0;55;;24;0;10;0;0;7;0;2;10;74;3;10;0;0;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;0;2;0;23;2;5;68;89;22
2016;DUT;18 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>gestion administrative et commerciale des organisations;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;GACO;gestion administrative et commerciale des organisations;45;39;12;59;97;1300;20300;ns;ns;41;60;8.5;1830;;1450;2180;GACO_18;12;5;42;;31;0;5;0;3;2;0;;;;;;;;;;;;;;;;;;;;;0;12;5;21;0;6;55;92;24
2016;DUT;18 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences de la vie et de la terre>Génie biologique;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;GB;Génie biologique;112;80;4;48;96;1500;23400;1400;1600;55;;8.5;1830;;1450;2180;GB_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;94;44
2015;DUT;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de la vie et de la terre>Génie biologique;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;GB;Génie biologique;147;86;4;52;95;1490;23300;1350;1600;44;76;8.6;1865;;1475;2280;GB_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92;36
2015;DUT;30 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences de la vie et de la terre>Génie biologique;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;GB;Génie biologique;114;86;6;54;95;1450;22600;1350;1540;44;;8.6;1865;;1475;2280;GB_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;93;34
2016;DUT;18 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences de la vie et de la terre>Génie biologique;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;GB;Génie biologique;58;84;5;36;94;1380;21600;ns;ns;40;;8.5;1830;;1450;2180;GB_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;80;19
2016;DUT;30 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences de la vie et de la terre>Génie biologique;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;GB;Génie biologique;112;86;3;57;98;1500;23400;1400;1600;55;;8.5;1830;;1450;2180;GB_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;96;44
2016;DUT;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de la vie et de la terre>Génie biologique;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;GB;Génie biologique;170;82;4;45;95;1460;22800;1350;1600;50;67;8.5;1830;;1450;2180;GB_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;90;37
2013;DUT;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de la vie et de la terre>Génie biologique;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;GB;Génie biologique;172;86;8;56;91;1410;22000;1350;1600;38;77;9.9;1870;;1490;2280;GB_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;94;27
2014;DUT;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de la vie et de la terre>Génie biologique;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;GB;Génie biologique;176;90;5;54;94;1460;22700;1350;1700;43;74;9.3;1870;;1480;2280;GB_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;93;33
2013;DUT;18 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences de la vie et de la terre>Génie biologique;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;GB;Génie biologique;130;84;7;50;90;1400;21800;1300;1510;40;;9.9;1870;;1490;2280;GB_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;88;26
2013;DUT;18 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences de la vie et de la terre>Génie biologique;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;GB;Génie biologique;42;77;13;44;98;1400;21800;ns;ns;30;;9.9;1870;;1490;2280;GB_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;93;28
2014;DUT;18 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences de la vie et de la terre>Génie biologique;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;GB;Génie biologique;119;93;4;30;92;1400;21800;1300;1500;40;;9.3;1870;;1480;2280;GB_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;85;30
2016;DUT;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie civil - Construction durable;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;GC;Génie civil - Construction durable;99;74;10;68;99;1680;26300;1490;1950;31;7;8.5;1830;;1450;2180;GC_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;96;39
2015;DUT;18 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie civil - Construction durable;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;GC;Génie civil - Construction durable;12;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.6;1865;;1475;2280;GC_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2016;DUT;30 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie civil - Construction durable;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;GC;Génie civil - Construction durable;8;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.5;1830;;1450;2180;GC_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2013;DUT;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie civil;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;GC;Génie civil;83;76;10;77;99;1650;25700;1440;1920;21;14;9.9;1870;;1490;2280;GC_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;98;37
2014;DUT;30 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie civil;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;GC;Génie civil;17;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.3;1870;;1480;2280;GC_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2013;DUT;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie civil;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;GC;Génie civil;83;71;10;70;99;1560;24300;1370;1800;21;14;9.9;1870;;1490;2280;GC_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;87;37
2013;DUT;18 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie civil;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;GC;Génie civil;13;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.9;1870;;1490;2280;GC_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2014;DUT;18 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie civil;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;GC;Génie civil;17;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.3;1870;;1480;2280;GC_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2014;DUT;18 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie civil;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;GC;Génie civil;107;63;2;67;100;1600;25000;1400;1810;28;;9.3;1870;;1480;2280;GC_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;81;33
2015;DUT;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie chimique - Génie des procédés;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;GCGP;Génie chimique - Génie des procédés;23;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;8.6;1865;;1475;2280;GCGP_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2013;DUT;30 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie chimique - Génie des procédés;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;GCGP;Génie chimique - Génie des procédés;16;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.9;1870;;1490;2280;GCGP_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2014;DUT;30 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie chimique - Génie des procédés;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;GCGP;Génie chimique - Génie des procédés;7;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.3;1870;;1480;2280;GCGP_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2013;DUT;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie chimique - Génie des procédés;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;GCGP;Génie chimique - Génie des procédés;25;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;9.9;1870;;1490;2280;GCGP_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2016;DUT;30 mois après le diplôme;hommes;Droit, économie et gestion>Gestion>Gestion des entreprises et administrations;DEG;Droit, économie et gestion;disc04;Gestion;GEA;Gestion des entreprises et administrations;101;45;10;72;98;1570;24500;1380;1800;43;;8.5;1830;;1450;2180;GEA_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;90;16
2015;DUT;18 mois après le diplôme;hommes;Droit, économie et gestion>Gestion>Gestion des entreprises et administrations;DEG;Droit, économie et gestion;disc04;Gestion;GEA;Gestion des entreprises et administrations;89;28;5;54;86;1480;23100;ns;ns;36;;8.6;1865;;1475;2280;GEA_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;83;34
2015;DUT;18 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Gestion>Gestion des entreprises et administrations;DEG;Droit, économie et gestion;disc04;Gestion;GEA;Gestion des entreprises et administrations;249;26;3;61;87;1390;21700;1220;1560;44;60;8.6;1865;;1475;2280;GEA_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;85;28
2013;DUT;30 mois après le diplôme;femmes;Droit, économie et gestion>Gestion>Gestion des entreprises et administrations;DEG;Droit, économie et gestion;disc04;Gestion;GEA;Gestion des entreprises et administrations;152;30;4;72;88;1400;21800;1250;1600;43;;9.9;1870;;1490;2280;GEA_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;93;17
2014;DUT;30 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Gestion>Gestion des entreprises et administrations;DEG;Droit, économie et gestion;disc04;Gestion;GEA;Gestion des entreprises et administrations;174;38;5;69;95;1400;21800;1270;1660;36;68;9.3;1870;;1480;2280;GEA_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92;15
2016;DUT;30 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie électrique et informatique industrielle;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;GEII;Génie électrique et informatique industrielle;134;89;7;78;99;1750;27200;1550;1960;36;;8.5;1830;;1450;2180;GEII_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;93;20
2013;DUT;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie électrique et informatique industrielle;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;GEII;Génie électrique et informatique industrielle;125;88;10;79;96;1630;25400;1460;1830;24;3;9.9;1870;;1490;2280;GEII_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;90;22
2014;DUT;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie électrique et informatique industrielle;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;GEII;Génie électrique et informatique industrielle;171;87;4;76;98;1670;26000;1500;1900;28;2;9.3;1870;;1480;2280;GEII_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;89;23
2014;DUT;30 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie électrique et informatique industrielle;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;GEII;Génie électrique et informatique industrielle;6;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.3;1870;;1480;2280;GEII_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2016;DUT;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie industriel et maintenance;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;GIM;Génie industriel et maintenance;55;81;2;69;100;1790;27900;ns;ns;29;5;8.5;1830;;1450;2180;GIM_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;95;23
